,azimuth,elevation,radius
0,0.0,-90.0,1.2
1,0.0,-81.0,1.2
2,0.0,-75.0,1.2
3,0.0,-64.8,1.2
4,0.0,-60.0,1.2
5,0.0,-54.0,1.2
6,0.0,-45.0,1.2
7,0.0,-35.3,1.2
8,0.0,-30.0,1.2
9,0.0,-25.0,1.2
10,0.0,-17.5,1.2
11,0.0,-15.0,1.2
12,0.0,0.0,1.2
13,0.0,15.0,1.2
14,0.0,17.5,1.2
15,0.0,25.0,1.2
16,0.0,30.0,1.2
17,0.0,35.3,1.2
18,0.0,45.0,1.2
19,0.0,54.0,1.2
20,0.0,60.0,1.2
21,0.0,64.8,1.2
22,0.0,75.0,1.2
23,0.0,90.0,1.2
24,5.0,-81.0,1.2
25,5.0,-75.0,1.2
26,5.0,-64.8,1.2
27,5.0,-60.0,1.2
28,5.0,-54.0,1.2
29,5.0,-45.0,1.2
30,5.0,-35.3,1.2
31,5.0,-30.0,1.2
32,5.0,-25.0,1.2
33,5.0,-17.5,1.2
34,5.0,-15.0,1.2
35,5.0,0.0,1.2
36,5.0,15.0,1.2
37,5.0,17.5,1.2
38,5.0,25.0,1.2
39,5.0,30.0,1.2
40,5.0,35.3,1.2
41,5.0,45.0,1.2
42,5.0,54.0,1.2
43,5.0,60.0,1.2
44,5.0,64.8,1.2
45,5.0,75.0,1.2
46,10.0,-81.0,1.2
47,10.0,-75.0,1.2
48,10.0,-64.8,1.2
49,10.0,-60.0,1.2
50,10.0,-54.0,1.2
51,10.0,-45.0,1.2
52,10.0,-35.3,1.2
53,10.0,-30.0,1.2
54,10.0,-25.0,1.2
55,10.0,-17.5,1.2
56,10.0,-15.0,1.2
57,10.0,0.0,1.2
58,10.0,15.0,1.2
59,10.0,17.5,1.2
60,10.0,25.0,1.2
61,10.0,30.0,1.2
62,10.0,35.3,1.2
63,10.0,45.0,1.2
64,10.0,54.0,1.2
65,10.0,60.0,1.2
66,10.0,64.8,1.2
67,10.0,75.0,1.2
68,12.799999999999997,-64.8,1.2
69,12.799999999999997,-35.3,1.2
70,12.799999999999997,-17.5,1.2
71,12.799999999999997,17.5,1.2
72,12.799999999999997,35.3,1.2
73,12.799999999999997,64.8,1.2
74,12.800000000000011,-81.0,1.2
75,12.800000000000011,-54.0,1.2
76,12.800000000000011,-25.0,1.2
77,12.800000000000011,25.0,1.2
78,12.800000000000011,54.0,1.2
79,13.3,-75.0,1.2
80,13.3,-60.0,1.2
81,13.3,-45.0,1.2
82,13.3,-30.0,1.2
83,13.3,-15.0,1.2
84,13.3,0.0,1.2
85,13.3,15.0,1.2
86,13.3,30.0,1.2
87,13.3,45.0,1.2
88,13.3,60.0,1.2
89,13.3,75.0,1.2
90,13.300000000000011,-81.0,1.2
91,13.300000000000011,-54.0,1.2
92,13.300000000000011,-25.0,1.2
93,13.300000000000011,25.0,1.2
94,13.300000000000011,54.0,1.2
95,15.0,-81.0,1.2
96,15.0,-75.0,1.2
97,15.0,-64.8,1.2
98,15.0,-60.0,1.2
99,15.0,-54.0,1.2
100,15.0,-45.0,1.2
101,15.0,-35.3,1.2
102,15.0,-30.0,1.2
103,15.0,-25.0,1.2
104,15.0,-17.5,1.2
105,15.0,-15.0,1.2
106,15.0,0.0,1.2
107,15.0,15.0,1.2
108,15.0,17.5,1.2
109,15.0,25.0,1.2
110,15.0,30.0,1.2
111,15.0,35.3,1.2
112,15.0,45.0,1.2
113,15.0,54.0,1.2
114,15.0,60.0,1.2
115,15.0,64.8,1.2
116,15.0,75.0,1.2
117,17.1,-64.8,1.2
118,17.1,-35.3,1.2
119,17.1,-17.5,1.2
120,17.1,17.5,1.2
121,17.1,35.3,1.2
122,17.1,64.8,1.2
123,17.100000000000023,-81.0,1.2
124,17.100000000000023,-54.0,1.2
125,17.100000000000023,-25.0,1.2
126,17.100000000000023,25.0,1.2
127,17.100000000000023,54.0,1.2
128,18.0,-64.8,1.2
129,18.0,-35.3,1.2
130,18.0,-17.5,1.2
131,18.0,17.5,1.2
132,18.0,35.3,1.2
133,18.0,64.8,1.2
134,18.399999999999977,-81.0,1.2
135,18.399999999999977,-54.0,1.2
136,18.399999999999977,-25.0,1.2
137,18.399999999999977,25.0,1.2
138,18.399999999999977,54.0,1.2
139,18.4,-64.8,1.2
140,18.4,-35.3,1.2
141,18.4,-17.5,1.2
142,18.4,17.5,1.2
143,18.4,35.3,1.2
144,18.4,64.8,1.2
145,19.0,-81.0,1.2
146,19.0,-64.8,1.2
147,19.0,-54.0,1.2
148,19.0,-35.3,1.2
149,19.0,-25.0,1.2
150,19.0,-17.5,1.2
151,19.0,17.5,1.2
152,19.0,25.0,1.2
153,19.0,35.3,1.2
154,19.0,54.0,1.2
155,19.0,64.8,1.2
156,20.0,-81.0,1.2
157,20.0,-75.0,1.2
158,20.0,-64.8,1.2
159,20.0,-60.0,1.2
160,20.0,-54.0,1.2
161,20.0,-45.0,1.2
162,20.0,-35.3,1.2
163,20.0,-30.0,1.2
164,20.0,-25.0,1.2
165,20.0,-17.5,1.2
166,20.0,-15.0,1.2
167,20.0,0.0,1.2
168,20.0,15.0,1.2
169,20.0,17.5,1.2
170,20.0,25.0,1.2
171,20.0,30.0,1.2
172,20.0,35.3,1.2
173,20.0,45.0,1.2
174,20.0,54.0,1.2
175,20.0,60.0,1.2
176,20.0,64.8,1.2
177,20.0,75.0,1.2
178,20.9,-75.0,1.2
179,20.9,-60.0,1.2
180,20.9,-45.0,1.2
181,20.9,-30.0,1.2
182,20.9,-15.0,1.2
183,20.9,0.0,1.2
184,20.9,15.0,1.2
185,20.9,30.0,1.2
186,20.9,45.0,1.2
187,20.9,60.0,1.2
188,20.9,75.0,1.2
189,24.100000000000023,-81.0,1.2
190,24.100000000000023,-54.0,1.2
191,24.100000000000023,-25.0,1.2
192,24.100000000000023,25.0,1.2
193,24.100000000000023,54.0,1.2
194,25.0,-81.0,1.2
195,25.0,-75.0,1.2
196,25.0,-64.8,1.2
197,25.0,-60.0,1.2
198,25.0,-54.0,1.2
199,25.0,-45.0,1.2
200,25.0,-35.3,1.2
201,25.0,-30.0,1.2
202,25.0,-25.0,1.2
203,25.0,-17.5,1.2
204,25.0,-15.0,1.2
205,25.0,0.0,1.2
206,25.0,15.0,1.2
207,25.0,17.5,1.2
208,25.0,25.0,1.2
209,25.0,30.0,1.2
210,25.0,35.3,1.2
211,25.0,45.0,1.2
212,25.0,54.0,1.2
213,25.0,60.0,1.2
214,25.0,64.8,1.2
215,25.0,75.0,1.2
216,26.0,-75.0,1.2
217,26.0,-60.0,1.2
218,26.0,-45.0,1.2
219,26.0,-30.0,1.2
220,26.0,-15.0,1.2
221,26.0,0.0,1.2
222,26.0,15.0,1.2
223,26.0,30.0,1.2
224,26.0,45.0,1.2
225,26.0,60.0,1.2
226,26.0,75.0,1.2
227,26.6,-75.0,1.2
228,26.6,-60.0,1.2
229,26.6,-45.0,1.2
230,26.6,-30.0,1.2
231,26.6,-15.0,1.2
232,26.6,0.0,1.2
233,26.6,15.0,1.2
234,26.6,30.0,1.2
235,26.6,45.0,1.2
236,26.6,60.0,1.2
237,26.6,75.0,1.2
238,27.0,-75.0,1.2
239,27.0,-60.0,1.2
240,27.0,-45.0,1.2
241,27.0,-30.0,1.2
242,27.0,-15.0,1.2
243,27.0,0.0,1.2
244,27.0,15.0,1.2
245,27.0,30.0,1.2
246,27.0,45.0,1.2
247,27.0,60.0,1.2
248,27.0,75.0,1.2
249,27.9,-75.0,1.2
250,27.9,-60.0,1.2
251,27.9,-45.0,1.2
252,27.9,-30.0,1.2
253,27.9,-15.0,1.2
254,27.9,0.0,1.2
255,27.9,15.0,1.2
256,27.9,30.0,1.2
257,27.9,45.0,1.2
258,27.9,60.0,1.2
259,27.9,75.0,1.2
260,30.0,-81.0,1.2
261,30.0,-75.0,1.2
262,30.0,-64.8,1.2
263,30.0,-60.0,1.2
264,30.0,-54.0,1.2
265,30.0,-45.0,1.2
266,30.0,-35.3,1.2
267,30.0,-30.0,1.2
268,30.0,-25.0,1.2
269,30.0,-17.5,1.2
270,30.0,-15.0,1.2
271,30.0,0.0,1.2
272,30.0,15.0,1.2
273,30.0,17.5,1.2
274,30.0,25.0,1.2
275,30.0,30.0,1.2
276,30.0,35.3,1.2
277,30.0,45.0,1.2
278,30.0,54.0,1.2
279,30.0,60.0,1.2
280,30.0,64.8,1.2
281,30.0,75.0,1.2
282,31.69999999999999,-81.0,1.2
283,31.69999999999999,-54.0,1.2
284,31.69999999999999,-25.0,1.2
285,31.69999999999999,25.0,1.2
286,31.69999999999999,54.0,1.2
287,31.7,-75.0,1.2
288,31.7,-60.0,1.2
289,31.7,-45.0,1.2
290,31.7,-30.0,1.2
291,31.7,-15.0,1.2
292,31.7,0.0,1.2
293,31.7,15.0,1.2
294,31.7,30.0,1.2
295,31.7,45.0,1.2
296,31.7,60.0,1.2
297,31.7,75.0,1.2
298,31.700000000000003,-64.8,1.2
299,31.700000000000003,-35.3,1.2
300,31.700000000000003,-17.5,1.2
301,31.700000000000003,17.5,1.2
302,31.700000000000003,35.3,1.2
303,31.700000000000003,64.8,1.2
304,32.3,-75.0,1.2
305,32.3,-60.0,1.2
306,32.3,-45.0,1.2
307,32.3,-30.0,1.2
308,32.3,-15.0,1.2
309,32.3,0.0,1.2
310,32.3,15.0,1.2
311,32.3,30.0,1.2
312,32.3,45.0,1.2
313,32.3,60.0,1.2
314,32.3,75.0,1.2
315,35.0,-81.0,1.2
316,35.0,-75.0,1.2
317,35.0,-64.8,1.2
318,35.0,-60.0,1.2
319,35.0,-54.0,1.2
320,35.0,-45.0,1.2
321,35.0,-35.3,1.2
322,35.0,-30.0,1.2
323,35.0,-25.0,1.2
324,35.0,-17.5,1.2
325,35.0,-15.0,1.2
326,35.0,0.0,1.2
327,35.0,15.0,1.2
328,35.0,17.5,1.2
329,35.0,25.0,1.2
330,35.0,30.0,1.2
331,35.0,35.3,1.2
332,35.0,45.0,1.2
333,35.0,54.0,1.2
334,35.0,60.0,1.2
335,35.0,64.8,1.2
336,35.0,75.0,1.2
337,36.0,-81.0,1.2
338,36.0,-54.0,1.2
339,36.0,-25.0,1.2
340,36.0,25.0,1.2
341,36.0,54.0,1.2
342,40.0,-81.0,1.2
343,40.0,-75.0,1.2
344,40.0,-64.8,1.2
345,40.0,-60.0,1.2
346,40.0,-54.0,1.2
347,40.0,-45.0,1.2
348,40.0,-35.3,1.2
349,40.0,-30.0,1.2
350,40.0,-25.0,1.2
351,40.0,-17.5,1.2
352,40.0,-15.0,1.2
353,40.0,0.0,1.2
354,40.0,15.0,1.2
355,40.0,17.5,1.2
356,40.0,25.0,1.2
357,40.0,30.0,1.2
358,40.0,35.3,1.2
359,40.0,45.0,1.2
360,40.0,54.0,1.2
361,40.0,60.0,1.2
362,40.0,64.8,1.2
363,40.0,75.0,1.2
364,45.0,-81.0,1.2
365,45.0,-75.0,1.2
366,45.0,-64.8,1.2
367,45.0,-60.0,1.2
368,45.0,-54.0,1.2
369,45.0,-45.0,1.2
370,45.0,-35.3,1.2
371,45.0,-30.0,1.2
372,45.0,-25.0,1.2
373,45.0,-17.5,1.2
374,45.0,-15.0,1.2
375,45.0,0.0,1.2
376,45.0,15.0,1.2
377,45.0,17.5,1.2
378,45.0,25.0,1.2
379,45.0,30.0,1.2
380,45.0,35.3,1.2
381,45.0,45.0,1.2
382,45.0,54.0,1.2
383,45.0,60.0,1.2
384,45.0,64.8,1.2
385,45.0,75.0,1.2
386,50.0,-81.0,1.2
387,50.0,-75.0,1.2
388,50.0,-64.8,1.2
389,50.0,-60.0,1.2
390,50.0,-54.0,1.2
391,50.0,-45.0,1.2
392,50.0,-35.3,1.2
393,50.0,-30.0,1.2
394,50.0,-25.0,1.2
395,50.0,-17.5,1.2
396,50.0,-15.0,1.2
397,50.0,0.0,1.2
398,50.0,15.0,1.2
399,50.0,17.5,1.2
400,50.0,25.0,1.2
401,50.0,30.0,1.2
402,50.0,35.3,1.2
403,50.0,45.0,1.2
404,50.0,54.0,1.2
405,50.0,60.0,1.2
406,50.0,64.8,1.2
407,50.0,75.0,1.2
408,54.0,-64.8,1.2
409,54.0,-35.3,1.2
410,54.0,-17.5,1.2
411,54.0,17.5,1.2
412,54.0,35.3,1.2
413,54.0,64.8,1.2
414,55.0,-81.0,1.2
415,55.0,-75.0,1.2
416,55.0,-64.8,1.2
417,55.0,-60.0,1.2
418,55.0,-54.0,1.2
419,55.0,-45.0,1.2
420,55.0,-35.3,1.2
421,55.0,-30.0,1.2
422,55.0,-25.0,1.2
423,55.0,-17.5,1.2
424,55.0,-15.0,1.2
425,55.0,0.0,1.2
426,55.0,15.0,1.2
427,55.0,17.5,1.2
428,55.0,25.0,1.2
429,55.0,30.0,1.2
430,55.0,35.3,1.2
431,55.0,45.0,1.2
432,55.0,54.0,1.2
433,55.0,60.0,1.2
434,55.0,64.8,1.2
435,55.0,75.0,1.2
436,57.8,-75.0,1.2
437,57.8,-60.0,1.2
438,57.8,-45.0,1.2
439,57.8,-30.0,1.2
440,57.8,-15.0,1.2
441,57.8,0.0,1.2
442,57.8,15.0,1.2
443,57.8,30.0,1.2
444,57.8,45.0,1.2
445,57.8,60.0,1.2
446,57.8,75.0,1.2
447,58.3,-81.0,1.2
448,58.3,-64.8,1.2
449,58.3,-54.0,1.2
450,58.3,-35.3,1.2
451,58.3,-25.0,1.2
452,58.3,-17.5,1.2
453,58.3,17.5,1.2
454,58.3,25.0,1.2
455,58.3,35.3,1.2
456,58.3,54.0,1.2
457,58.3,64.8,1.2
458,60.0,-81.0,1.2
459,60.0,-75.0,1.2
460,60.0,-64.8,1.2
461,60.0,-60.0,1.2
462,60.0,-54.0,1.2
463,60.0,-45.0,1.2
464,60.0,-35.3,1.2
465,60.0,-30.0,1.2
466,60.0,-25.0,1.2
467,60.0,-17.5,1.2
468,60.0,-15.0,1.2
469,60.0,0.0,1.2
470,60.0,15.0,1.2
471,60.0,17.5,1.2
472,60.0,25.0,1.2
473,60.0,30.0,1.2
474,60.0,35.3,1.2
475,60.0,45.0,1.2
476,60.0,54.0,1.2
477,60.0,60.0,1.2
478,60.0,64.8,1.2
479,60.0,75.0,1.2
480,62.1,-75.0,1.2
481,62.1,-60.0,1.2
482,62.1,-45.0,1.2
483,62.1,-30.0,1.2
484,62.1,-15.0,1.2
485,62.1,0.0,1.2
486,62.1,15.0,1.2
487,62.1,30.0,1.2
488,62.1,45.0,1.2
489,62.1,60.0,1.2
490,62.1,75.0,1.2
491,63.0,-75.0,1.2
492,63.0,-60.0,1.2
493,63.0,-45.0,1.2
494,63.0,-30.0,1.2
495,63.0,-15.0,1.2
496,63.0,0.0,1.2
497,63.0,15.0,1.2
498,63.0,30.0,1.2
499,63.0,45.0,1.2
500,63.0,60.0,1.2
501,63.0,75.0,1.2
502,63.4,-75.0,1.2
503,63.4,-60.0,1.2
504,63.4,-45.0,1.2
505,63.4,-30.0,1.2
506,63.4,-15.0,1.2
507,63.4,0.0,1.2
508,63.4,15.0,1.2
509,63.4,30.0,1.2
510,63.4,45.0,1.2
511,63.4,60.0,1.2
512,63.4,75.0,1.2
513,64.0,-75.0,1.2
514,64.0,-60.0,1.2
515,64.0,-45.0,1.2
516,64.0,-30.0,1.2
517,64.0,-15.0,1.2
518,64.0,0.0,1.2
519,64.0,15.0,1.2
520,64.0,30.0,1.2
521,64.0,45.0,1.2
522,64.0,60.0,1.2
523,64.0,75.0,1.2
524,65.0,-81.0,1.2
525,65.0,-75.0,1.2
526,65.0,-64.8,1.2
527,65.0,-60.0,1.2
528,65.0,-54.0,1.2
529,65.0,-45.0,1.2
530,65.0,-35.3,1.2
531,65.0,-30.0,1.2
532,65.0,-25.0,1.2
533,65.0,-17.5,1.2
534,65.0,-15.0,1.2
535,65.0,0.0,1.2
536,65.0,15.0,1.2
537,65.0,17.5,1.2
538,65.0,25.0,1.2
539,65.0,30.0,1.2
540,65.0,35.3,1.2
541,65.0,45.0,1.2
542,65.0,54.0,1.2
543,65.0,60.0,1.2
544,65.0,64.8,1.2
545,65.0,75.0,1.2
546,65.9,-81.0,1.2
547,65.9,-54.0,1.2
548,65.9,-25.0,1.2
549,65.9,25.0,1.2
550,65.9,54.0,1.2
551,70.0,-81.0,1.2
552,70.0,-75.0,1.2
553,70.0,-64.8,1.2
554,70.0,-60.0,1.2
555,70.0,-54.0,1.2
556,70.0,-45.0,1.2
557,70.0,-35.3,1.2
558,70.0,-30.0,1.2
559,70.0,-25.0,1.2
560,70.0,-17.5,1.2
561,70.0,-15.0,1.2
562,70.0,0.0,1.2
563,70.0,15.0,1.2
564,70.0,17.5,1.2
565,70.0,25.0,1.2
566,70.0,30.0,1.2
567,70.0,35.3,1.2
568,70.0,45.0,1.2
569,70.0,54.0,1.2
570,70.0,60.0,1.2
571,70.0,64.8,1.2
572,70.0,75.0,1.2
573,71.0,-81.0,1.2
574,71.0,-64.8,1.2
575,71.0,-54.0,1.2
576,71.0,-35.3,1.2
577,71.0,-25.0,1.2
578,71.0,-17.5,1.2
579,71.0,17.5,1.2
580,71.0,25.0,1.2
581,71.0,35.3,1.2
582,71.0,54.0,1.2
583,71.0,64.8,1.2
584,71.6,-81.0,1.2
585,71.6,-64.8,1.2
586,71.6,-54.0,1.2
587,71.6,-35.3,1.2
588,71.6,-25.0,1.2
589,71.6,-17.5,1.2
590,71.6,17.5,1.2
591,71.6,25.0,1.2
592,71.6,35.3,1.2
593,71.6,54.0,1.2
594,71.6,64.8,1.2
595,72.0,-81.0,1.2
596,72.0,-54.0,1.2
597,72.0,-25.0,1.2
598,72.0,25.0,1.2
599,72.0,54.0,1.2
600,72.9,-81.0,1.2
601,72.9,-64.8,1.2
602,72.9,-54.0,1.2
603,72.9,-35.3,1.2
604,72.9,-25.0,1.2
605,72.9,-17.5,1.2
606,72.9,17.5,1.2
607,72.9,25.0,1.2
608,72.9,35.3,1.2
609,72.9,54.0,1.2
610,72.9,64.8,1.2
611,75.0,-81.0,1.2
612,75.0,-75.0,1.2
613,75.0,-64.8,1.2
614,75.0,-60.0,1.2
615,75.0,-54.0,1.2
616,75.0,-45.0,1.2
617,75.0,-35.3,1.2
618,75.0,-30.0,1.2
619,75.0,-25.0,1.2
620,75.0,-17.5,1.2
621,75.0,-15.0,1.2
622,75.0,0.0,1.2
623,75.0,15.0,1.2
624,75.0,17.5,1.2
625,75.0,25.0,1.2
626,75.0,30.0,1.2
627,75.0,35.3,1.2
628,75.0,45.0,1.2
629,75.0,54.0,1.2
630,75.0,60.0,1.2
631,75.0,64.8,1.2
632,75.0,75.0,1.2
633,76.7,-81.0,1.2
634,76.7,-75.0,1.2
635,76.7,-60.0,1.2
636,76.7,-54.0,1.2
637,76.7,-45.0,1.2
638,76.7,-30.0,1.2
639,76.7,-25.0,1.2
640,76.7,-15.0,1.2
641,76.7,0.0,1.2
642,76.7,15.0,1.2
643,76.7,25.0,1.2
644,76.7,30.0,1.2
645,76.7,45.0,1.2
646,76.7,54.0,1.2
647,76.7,60.0,1.2
648,76.7,75.0,1.2
649,77.3,-81.0,1.2
650,77.3,-54.0,1.2
651,77.3,-25.0,1.2
652,77.3,25.0,1.2
653,77.3,54.0,1.2
654,77.5,-64.8,1.2
655,77.5,-35.3,1.2
656,77.5,-17.5,1.2
657,77.5,17.5,1.2
658,77.5,35.3,1.2
659,77.5,64.8,1.2
660,80.0,-81.0,1.2
661,80.0,-75.0,1.2
662,80.0,-64.8,1.2
663,80.0,-60.0,1.2
664,80.0,-54.0,1.2
665,80.0,-45.0,1.2
666,80.0,-35.3,1.2
667,80.0,-30.0,1.2
668,80.0,-25.0,1.2
669,80.0,-17.5,1.2
670,80.0,-15.0,1.2
671,80.0,0.0,1.2
672,80.0,15.0,1.2
673,80.0,17.5,1.2
674,80.0,25.0,1.2
675,80.0,30.0,1.2
676,80.0,35.3,1.2
677,80.0,45.0,1.2
678,80.0,54.0,1.2
679,80.0,60.0,1.2
680,80.0,64.8,1.2
681,80.0,75.0,1.2
682,85.0,-81.0,1.2
683,85.0,-75.0,1.2
684,85.0,-64.8,1.2
685,85.0,-60.0,1.2
686,85.0,-54.0,1.2
687,85.0,-45.0,1.2
688,85.0,-35.3,1.2
689,85.0,-30.0,1.2
690,85.0,-25.0,1.2
691,85.0,-17.5,1.2
692,85.0,-15.0,1.2
693,85.0,0.0,1.2
694,85.0,15.0,1.2
695,85.0,17.5,1.2
696,85.0,25.0,1.2
697,85.0,30.0,1.2
698,85.0,35.3,1.2
699,85.0,45.0,1.2
700,85.0,54.0,1.2
701,85.0,60.0,1.2
702,85.0,64.8,1.2
703,85.0,75.0,1.2
704,90.0,-81.0,1.2
705,90.0,-75.0,1.2
706,90.0,-64.8,1.2
707,90.0,-60.0,1.2
708,90.0,-54.0,1.2
709,90.0,-45.0,1.2
710,90.0,-35.3,1.2
711,90.0,-30.0,1.2
712,90.0,-25.0,1.2
713,90.0,-17.5,1.2
714,90.0,-15.0,1.2
715,90.0,0.0,1.2
716,90.0,15.0,1.2
717,90.0,17.5,1.2
718,90.0,25.0,1.2
719,90.0,30.0,1.2
720,90.0,35.3,1.2
721,90.0,45.0,1.2
722,90.0,54.0,1.2
723,90.0,60.0,1.2
724,90.0,64.8,1.2
725,90.0,75.0,1.2
726,95.0,-81.0,1.2
727,95.0,-75.0,1.2
728,95.0,-64.8,1.2
729,95.0,-60.0,1.2
730,95.0,-54.0,1.2
731,95.0,-45.0,1.2
732,95.0,-35.3,1.2
733,95.0,-30.0,1.2
734,95.0,-25.0,1.2
735,95.0,-17.5,1.2
736,95.0,-15.0,1.2
737,95.0,0.0,1.2
738,95.0,15.0,1.2
739,95.0,17.5,1.2
740,95.0,25.0,1.2
741,95.0,30.0,1.2
742,95.0,35.3,1.2
743,95.0,45.0,1.2
744,95.0,54.0,1.2
745,95.0,60.0,1.2
746,95.0,64.8,1.2
747,95.0,75.0,1.2
748,99.0,-75.0,1.2
749,99.0,-60.0,1.2
750,99.0,-45.0,1.2
751,99.0,-30.0,1.2
752,99.0,-15.0,1.2
753,99.0,0.0,1.2
754,99.0,15.0,1.2
755,99.0,30.0,1.2
756,99.0,45.0,1.2
757,99.0,60.0,1.2
758,99.0,75.0,1.2
759,100.0,-81.0,1.2
760,100.0,-75.0,1.2
761,100.0,-64.8,1.2
762,100.0,-60.0,1.2
763,100.0,-54.0,1.2
764,100.0,-45.0,1.2
765,100.0,-35.3,1.2
766,100.0,-30.0,1.2
767,100.0,-25.0,1.2
768,100.0,-17.5,1.2
769,100.0,-15.0,1.2
770,100.0,0.0,1.2
771,100.0,15.0,1.2
772,100.0,17.5,1.2
773,100.0,25.0,1.2
774,100.0,30.0,1.2
775,100.0,35.3,1.2
776,100.0,45.0,1.2
777,100.0,54.0,1.2
778,100.0,60.0,1.2
779,100.0,64.8,1.2
780,100.0,75.0,1.2
781,102.8,-81.0,1.2
782,102.8,-54.0,1.2
783,102.8,-25.0,1.2
784,102.8,25.0,1.2
785,102.8,54.0,1.2
786,102.80000000000001,-64.8,1.2
787,102.80000000000001,-35.3,1.2
788,102.80000000000001,-17.5,1.2
789,102.80000000000001,17.5,1.2
790,102.80000000000001,35.3,1.2
791,102.80000000000001,64.8,1.2
792,103.3,-75.0,1.2
793,103.3,-60.0,1.2
794,103.3,-45.0,1.2
795,103.3,-30.0,1.2
796,103.3,-15.0,1.2
797,103.3,0.0,1.2
798,103.3,15.0,1.2
799,103.3,30.0,1.2
800,103.3,45.0,1.2
801,103.3,60.0,1.2
802,103.3,75.0,1.2
803,103.30000000000001,-64.8,1.2
804,103.30000000000001,-35.3,1.2
805,103.30000000000001,-17.5,1.2
806,103.30000000000001,17.5,1.2
807,103.30000000000001,35.3,1.2
808,103.30000000000001,64.8,1.2
809,105.0,-81.0,1.2
810,105.0,-75.0,1.2
811,105.0,-64.8,1.2
812,105.0,-60.0,1.2
813,105.0,-54.0,1.2
814,105.0,-45.0,1.2
815,105.0,-35.3,1.2
816,105.0,-30.0,1.2
817,105.0,-25.0,1.2
818,105.0,-17.5,1.2
819,105.0,-15.0,1.2
820,105.0,0.0,1.2
821,105.0,15.0,1.2
822,105.0,17.5,1.2
823,105.0,25.0,1.2
824,105.0,30.0,1.2
825,105.0,35.3,1.2
826,105.0,45.0,1.2
827,105.0,54.0,1.2
828,105.0,60.0,1.2
829,105.0,64.8,1.2
830,105.0,75.0,1.2
831,107.1,-81.0,1.2
832,107.1,-64.8,1.2
833,107.1,-54.0,1.2
834,107.1,-35.3,1.2
835,107.1,-25.0,1.2
836,107.1,-17.5,1.2
837,107.1,17.5,1.2
838,107.1,25.0,1.2
839,107.1,35.3,1.2
840,107.1,54.0,1.2
841,107.1,64.8,1.2
842,108.0,-81.0,1.2
843,108.0,-54.0,1.2
844,108.0,-25.0,1.2
845,108.0,25.0,1.2
846,108.0,54.0,1.2
847,108.4,-81.0,1.2
848,108.4,-64.8,1.2
849,108.4,-54.0,1.2
850,108.4,-35.3,1.2
851,108.4,-25.0,1.2
852,108.4,-17.5,1.2
853,108.4,17.5,1.2
854,108.4,25.0,1.2
855,108.4,35.3,1.2
856,108.4,54.0,1.2
857,108.4,64.8,1.2
858,109.0,-81.0,1.2
859,109.0,-64.8,1.2
860,109.0,-54.0,1.2
861,109.0,-35.3,1.2
862,109.0,-25.0,1.2
863,109.0,-17.5,1.2
864,109.0,17.5,1.2
865,109.0,25.0,1.2
866,109.0,35.3,1.2
867,109.0,54.0,1.2
868,109.0,64.8,1.2
869,110.0,-81.0,1.2
870,110.0,-75.0,1.2
871,110.0,-64.8,1.2
872,110.0,-60.0,1.2
873,110.0,-54.0,1.2
874,110.0,-45.0,1.2
875,110.0,-35.3,1.2
876,110.0,-30.0,1.2
877,110.0,-25.0,1.2
878,110.0,-17.5,1.2
879,110.0,-15.0,1.2
880,110.0,0.0,1.2
881,110.0,15.0,1.2
882,110.0,17.5,1.2
883,110.0,25.0,1.2
884,110.0,30.0,1.2
885,110.0,35.3,1.2
886,110.0,45.0,1.2
887,110.0,54.0,1.2
888,110.0,60.0,1.2
889,110.0,64.8,1.2
890,110.0,75.0,1.2
891,114.1,-64.8,1.2
892,114.1,-35.3,1.2
893,114.1,-17.5,1.2
894,114.1,17.5,1.2
895,114.1,35.3,1.2
896,114.1,64.8,1.2
897,115.0,-81.0,1.2
898,115.0,-75.0,1.2
899,115.0,-64.8,1.2
900,115.0,-60.0,1.2
901,115.0,-54.0,1.2
902,115.0,-45.0,1.2
903,115.0,-35.3,1.2
904,115.0,-30.0,1.2
905,115.0,-25.0,1.2
906,115.0,-17.5,1.2
907,115.0,-15.0,1.2
908,115.0,0.0,1.2
909,115.0,15.0,1.2
910,115.0,17.5,1.2
911,115.0,25.0,1.2
912,115.0,30.0,1.2
913,115.0,35.3,1.2
914,115.0,45.0,1.2
915,115.0,54.0,1.2
916,115.0,60.0,1.2
917,115.0,64.8,1.2
918,115.0,75.0,1.2
919,116.0,-75.0,1.2
920,116.0,-60.0,1.2
921,116.0,-45.0,1.2
922,116.0,-30.0,1.2
923,116.0,-15.0,1.2
924,116.0,0.0,1.2
925,116.0,15.0,1.2
926,116.0,30.0,1.2
927,116.0,45.0,1.2
928,116.0,60.0,1.2
929,116.0,75.0,1.2
930,116.6,-75.0,1.2
931,116.6,-60.0,1.2
932,116.6,-45.0,1.2
933,116.6,-30.0,1.2
934,116.6,-15.0,1.2
935,116.6,0.0,1.2
936,116.6,15.0,1.2
937,116.6,30.0,1.2
938,116.6,45.0,1.2
939,116.6,60.0,1.2
940,116.6,75.0,1.2
941,117.9,-75.0,1.2
942,117.9,-60.0,1.2
943,117.9,-45.0,1.2
944,117.9,-30.0,1.2
945,117.9,-15.0,1.2
946,117.9,0.0,1.2
947,117.9,15.0,1.2
948,117.9,30.0,1.2
